,案例1,案例2,sim_w2v,sim_original,sim_vsm,sim_Human
609,\压力容器不连续区_不连续区优化设计.json,\复合材料压力容器_最佳预紧力，疲劳寿命.json,0.509,0.509,0.5863527298559492,0.5300437990693814
610,\压力容器不连续区_不连续区优化设计.json,\复合盾构刀盘_力学性能，应力，变形分布云图.json,0.459,0.451,0.5477225575051662,0.4724536559755125
611,\压力容器不连续区_不连续区优化设计.json,\封头型式对压力容器_数值模拟，应力分布.json,0.687,0.687,0.6886171275731506,0.5141666666666667
612,\压力容器不连续区_不连续区优化设计.json,\封头开有极孔的CFRP压力容器壳体_应力分布.json,0.578,0.578,0.6085806194501846,0.47687713240271473
613,\压力容器不连续区_不连续区优化设计.json,\快开式压力容器异型密封圈_解决密封问题，提高使用寿命.json,0.586,0.586,0.6132223631495076,0.48850000000000005
614,\压力容器不连续区_不连续区优化设计.json,\无线充电线圈的铁氧体_铁氧体磁片参数对传输线圈的影响.json,0.396,0.359,0.48412291827592707,0.45
615,\压力容器不连续区_不连续区优化设计.json,\核压力容器法兰螺栓_最大薄膜应力，最大应力，弯曲应力强度.json,0.446,0.410,0.5333333333333333,0.45
616,\压力容器不连续区_不连续区优化设计.json,\球形压力容器_应力分布.json,0.541,0.536,0.6085806194501846,0.4800780713388086
617,\压力容器不连续区_不连续区优化设计.json,\球形压力容器_形变分布，应力分布.json,0.552,0.552,0.6262242910851494,0.47933333333333333
618,\压力容器不连续区_不连续区优化设计.json,\碳纤维缠绕铝内胆压力容器_评估安全可靠性，爆破动力分析.json,0.461,0.461,0.5477225575051662,0.4592966968020137
619,\压力容器不连续区_不连续区优化设计.json,\立式Ⅲ类压力容器法兰接头_分析计算，应力评定.json,0.407,0.370,0.4738791022072739,0.45869626356546306
620,\压力容器不连续区_不连续区优化设计.json,\管壳式换热器_结构模型优化设计.json,0.473,0.473,0.532290647422377,0.45
621,\压力容器不连续区_不连续区优化设计.json,\薄板压力容器盖_压力分析，热应力分析.json,0.419,0.383,0.540295467239169,0.47933333333333333
622,\压力容器不连续区_不连续区优化设计.json,\行星滚柱丝杠_模态分析，螺纹啮合部位的静应力，疲劳破坏，疲劳分析.json,0.473,0.473,0.5034965460952285,0.45
623,\压力容器不连续区_不连续区优化设计.json,\钛合金TC4制压力容器筒体_非线性屈曲分析，变形量，临界失稳点.json,0.492,0.483,0.5863527298559492,0.47933333333333333
624,\压力容器不连续区_不连续区优化设计.json,\颚式破碎机机架_强度分析，刚度分析.json,0.484,0.477,0.6230345439947553,0.4806317072095822
625,\压力容器不连续区_不连续区优化设计.json,\风机叶轮_变形，应力分布，最大应力，最小应力.json,0.523,0.496,0.5331139899831832,0.45
626,\压力容器不连续区_不连续区优化设计.json,\高压低温压力容器_减小设计压力，降低筒体直径，合理进行压力与温度的设计工况组合.json,0.399,0.387,0.48686449556014766,0.45
627,\压力容器不连续区_不连续区优化设计.json,\高压压力容器筒体与封头连接处_应力分布，第一、第二主应力分析.json,0.690,0.690,0.710046946804693,0.5204300810858311
628,\压力容器不连续区_不连续区优化设计.json,\齿啮式压力容器Y形橡胶密封圈_硬度计算.json,0.446,0.446,0.5554920598635308,0.4683333333333333
629,\压力容器不连续区_不连续区优化设计.json,\齿啮式快开压力容器_塑性载荷计算，应力分析.json,0.496,0.474,0.570285213928281,0.4866666666666667
630,\压力容器及管道_局部应力计算.json,\压力容器开孔接管区_应力分析.json,0.481,0.481,0.50709255283711,0.45
631,\压力容器及管道_局部应力计算.json,\压力容器开孔补强_应力强度水平，塑性应变量，应力强度.json,0.462,0.448,0.5161002296110788,0.4762711554104685
632,\压力容器及管道_局部应力计算.json,\压力容器开孔补强_应力强度，塑性应变分布.json,0.481,0.464,0.5378528742004771,0.46375
633,\压力容器及管道_局部应力计算.json,\压力容器快开门法兰_强度评定.json,0.471,0.471,0.5378528742004771,0.4620019839629796
634,\压力容器及管道_局部应力计算.json,\压力容器接管结构_应力分布，强度校核，应力强度分布.json,0.439,0.428,0.438208372892497,0.45
635,\压力容器及管道_局部应力计算.json,\压力容器斜大开孔_应力分析.json,0.457,0.450,0.5217939320872035,0.45848668424791506
636,\压力容器及管道_局部应力计算.json,\压力容器疲劳分析设计_极限载荷，安定载荷，疲劳寿命，静强度计算，疲劳计算.json,0.445,0.445,0.45434411125112145,0.45
637,\压力容器及管道_局部应力计算.json,\压力容器管口_疲劳分析.json,0.454,0.439,0.5002164033860247,0.46229837387624884
638,\压力容器及管道_局部应力计算.json,\压力容器管板_应力场分析，计算应力，计算应变.json,0.486,0.486,0.5296408977028497,0.4658771324027147
639,\压力容器及管道_局部应力计算.json,\双螺杆挤出机闭合筒体_应力分析，应变分析.json,0.463,0.463,0.49356764739637365,0.46944543648263004
640,\压力容器及管道_局部应力计算.json,\反应堆压力容器_应力强度因子，热应变，J积分.json,0.481,0.481,0.5378528742004771,0.4620019839629796
641,\压力容器及管道_局部应力计算.json,\反应堆压力容器_应力强度，疲劳分析，应力分布.json,0.468,0.468,0.49356764739637365,0.4569293486718358
642,\压力容器及管道_局部应力计算.json,\圆柱滚子轴承_应力分布，热应力，最大接触应力.json,0.449,0.439,0.4928053803045811,0.45785714285714285
643,\压力容器及管道_局部应力计算.json,\复合材料压力容器_最佳预紧力，疲劳寿命.json,0.471,0.471,0.5428571428571428,0.47750000000000004
644,\压力容器及管道_局部应力计算.json,\复合盾构刀盘_力学性能，应力，变形分布云图.json,0.475,0.467,0.50709255283711,0.46944543648263004
645,\压力容器及管道_局部应力计算.json,\封头型式对压力容器_数值模拟，应力分布.json,0.494,0.494,0.5464590666470246,0.4603940230077538
646,\压力容器及管道_局部应力计算.json,\封头开有极孔的CFRP压力容器壳体_应力分布.json,0.476,0.476,0.50709255283711,0.4730466968020137
647,\压力容器及管道_局部应力计算.json,\快开式压力容器异型密封圈_解决密封问题，提高使用寿命.json,0.510,0.510,0.5378528742004771,0.4751738292047284
648,\压力容器及管道_局部应力计算.json,\无线充电线圈的铁氧体_铁氧体磁片参数对传输线圈的影响.json,0.440,0.422,0.47809144373375745,0.48442934867183585
649,\压力容器及管道_局部应力计算.json,\核压力容器法兰螺栓_最大薄膜应力，最大应力，弯曲应力强度.json,0.434,0.416,0.49377071987869403,0.4859866842479151
650,\压力容器及管道_局部应力计算.json,\球形压力容器_应力分布.json,0.412,0.407,0.50709255283711,0.46375
651,\压力容器及管道_局部应力计算.json,\球形压力容器_形变分布，应力分布.json,0.471,0.471,0.5507824838698259,0.4658771324027147
652,\压力容器及管道_局部应力计算.json,\碳纤维缠绕铝内胆压力容器_评估安全可靠性，爆破动力分析.json,0.471,0.471,0.50709255283711,0.4658771324027147
653,\压力容器及管道_局部应力计算.json,\立式Ⅲ类压力容器法兰接头_分析计算，应力评定.json,0.378,0.359,0.41130637283031135,0.45
654,\压力容器及管道_局部应力计算.json,\管壳式换热器_结构模型优化设计.json,0.464,0.464,0.5217939320872035,0.47015551673339173
655,\压力容器及管道_局部应力计算.json,\薄板压力容器盖_压力分析，热应力分析.json,0.378,0.359,0.44136741475237473,0.45
656,\压力容器及管道_局部应力计算.json,\行星滚柱丝杠_模态分析，螺纹啮合部位的静应力，疲劳破坏，疲劳分析.json,0.491,0.491,0.49356764739637365,0.4658771324027147
657,\压力容器及管道_局部应力计算.json,\钛合金TC4制压力容器筒体_非线性屈曲分析，变形量，临界失稳点.json,0.484,0.475,0.5428571428571428,0.48175426480542943
658,\压力容器及管道_局部应力计算.json,\颚式破碎机机架_强度分析，刚度分析.json,0.500,0.493,0.5768179036829705,0.4921482878131832
659,\压力容器及管道_局部应力计算.json,\风机叶轮_变形，应力分布，最大应力，最小应力.json,0.448,0.430,0.46614722254101953,0.45
660,\压力容器及管道_局部应力计算.json,\高压低温压力容器_减小设计压力，降低筒体直径，合理进行压力与温度的设计工况组合.json,0.451,0.445,0.4789207443461594,0.47400396792595917
661,\压力容器及管道_局部应力计算.json,\高压压力容器筒体与封头连接处_应力分布，第一、第二主应力分析.json,0.462,0.462,0.5079721589671173,0.45
662,\压力容器及管道_局部应力计算.json,\齿啮式压力容器Y形橡胶密封圈_硬度计算.json,0.457,0.457,0.5428571428571428,0.4658771324027147
663,\压力容器及管道_局部应力计算.json,\齿啮式快开压力容器_塑性载荷计算，应力分析.json,0.451,0.429,0.5001930129390556,0.4658771324027147
664,\压力容器开孔接管区_应力分析.json,\压力容器开孔补强_应力强度水平，塑性应变量，应力强度.json,0.466,0.451,0.5088816890758623,0.45
665,\压力容器开孔接管区_应力分析.json,\压力容器开孔补强_应力强度，塑性应变分布.json,0.488,0.471,0.5303300858899106,0.45
666,\压力容器开孔接管区_应力分析.json,\压力容器快开门法兰_强度评定.json,0.505,0.505,0.55979286843935,0.46229837387624884
667,\压力容器开孔接管区_应力分析.json,\压力容器接管结构_应力分布，强度校核，应力强度分布.json,0.484,0.471,0.457495710997814,0.4658771324027147
668,\压力容器开孔接管区_应力分析.json,\压力容器斜大开孔_应力分析.json,0.660,0.653,0.5716619504750293,0.6894454364826301
669,\压力容器开孔接管区_应力分析.json,\压力容器疲劳分析设计_极限载荷，安定载荷，疲劳寿命，静强度计算，疲劳计算.json,0.467,0.467,0.4743416490252569,0.46375
670,\压力容器开孔接管区_应力分析.json,\压力容器管口_疲劳分析.json,0.556,0.455,0.5222329678670935,0.45916666666666667
671,\压力容器开孔接管区_应力分析.json,\压力容器管板_应力场分析，计算应力，计算应变.json,0.572,0.572,0.5802588531856595,0.46944543648263004
672,\压力容器开孔接管区_应力分析.json,\双螺杆挤出机闭合筒体_应力分析，应变分析.json,0.560,0.560,0.5137011669140814,0.6611334552705419
673,\压力容器开孔接管区_应力分析.json,\反应堆压力容器_应力强度因子，热应变，J积分.json,0.519,0.519,0.55979286843935,0.5193199634095015
674,\压力容器开孔接管区_应力分析.json,\反应堆压力容器_应力强度，疲劳分析，应力分布.json,0.571,0.529,0.5407380704358752,0.5397232142604078
675,\压力容器开孔接管区_应力分析.json,\圆柱滚子轴承_应力分布，热应力，最大接触应力.json,0.461,0.448,0.5144957554275265,0.4569293486718358
676,\压力容器开孔接管区_应力分析.json,\复合材料压力容器_最佳预紧力，疲劳寿命.json,0.471,0.471,0.50709255283711,0.45
677,\压力容器开孔接管区_应力分析.json,\复合盾构刀盘_力学性能，应力，变形分布云图.json,0.490,0.482,0.5,0.5141666666666667
678,\压力容器开孔接管区_应力分析.json,\封头型式对压力容器_数值模拟，应力分布.json,0.595,0.595,0.5986843400892498,0.49337713240271475
679,\压力容器开孔接管区_应力分析.json,\封头开有极孔的CFRP压力容器壳体_应力分布.json,0.481,0.481,0.5,0.45
680,\压力容器开孔接管区_应力分析.json,\快开式压力容器异型密封圈_解决密封问题，提高使用寿命.json,0.576,0.576,0.55979286843935,0.47750000000000004
681,\压力容器开孔接管区_应力分析.json,\无线充电线圈的铁氧体_铁氧体磁片参数对传输线圈的影响.json,0.442,0.417,0.4714045207910316,0.45
682,\压力容器开孔接管区_应力分析.json,\核压力容器法兰螺栓_最大薄膜应力，最大应力，弯曲应力强度.json,0.438,0.414,0.48686449556014766,0.45
683,\压力容器开孔接管区_应力分析.json,\球形压力容器_应力分布.json,0.413,0.408,0.4722222222222222,0.45
684,\压力容器开孔接管区_应力分析.json,\球形压力容器_形变分布，应力分布.json,0.478,0.478,0.5144957554275265,0.5141666666666667
685,\压力容器开孔接管区_应力分析.json,\碳纤维缠绕铝内胆压力容器_评估安全可靠性，爆破动力分析.json,0.474,0.474,0.5,0.45
686,\压力容器开孔接管区_应力分析.json,\立式Ⅲ类压力容器法兰接头_分析计算，应力评定.json,0.384,0.359,0.40555355282690636,0.45
687,\压力容器开孔接管区_应力分析.json,\管壳式换热器_结构模型优化设计.json,0.489,0.489,0.5144957554275265,0.45
688,\压力容器开孔接管区_应力分析.json,\薄板压力容器盖_压力分析，热应力分析.json,0.400,0.376,0.46420708254852755,0.4658771324027147
689,\压力容器开孔接管区_应力分析.json,\行星滚柱丝杠_模态分析，螺纹啮合部位的静应力，疲劳破坏，疲劳分析.json,0.545,0.512,0.48666426339228763,0.5055699634095016
690,\压力容器开孔接管区_应力分析.json,\钛合金TC4制压力容器筒体_非线性屈曲分析，变形量，临界失稳点.json,0.493,0.478,0.50709255283711,0.45
691,\压力容器开孔接管区_应力分析.json,\颚式破碎机机架_强度分析，刚度分析.json,0.504,0.497,0.5388159060803248,0.5055699634095016
692,\压力容器开孔接管区_应力分析.json,\风机叶轮_变形，应力分布，最大应力，最小应力.json,0.466,0.445,0.45962735987049386,0.49970328627632854
693,\压力容器开孔接管区_应力分析.json,\高压低温压力容器_减小设计压力，降低筒体直径，合理进行压力与温度的设计工况组合.json,0.466,0.458,0.4722222222222222,0.45
694,\压力容器开孔接管区_应力分析.json,\高压压力容器筒体与封头连接处_应力分布，第一、第二主应力分析.json,0.562,0.562,0.55979286843935,0.49337713240271475
695,\压力容器开孔接管区_应力分析.json,\齿啮式压力容器Y形橡胶密封圈_硬度计算.json,0.466,0.466,0.50709255283711,0.5055699634095016
696,\压力容器开孔接管区_应力分析.json,\齿啮式快开压力容器_塑性载荷计算，应力分析.json,0.543,0.521,0.5205967931336314,0.6214406242637551
697,\压力容器开孔补强_应力强度水平，塑性应变量，应力强度.json,\压力容器开孔补强_应力强度，塑性应变分布.json,0.656,0.635,0.762000762001143,0.6516126877768607
698,\压力容器开孔补强_应力强度水平，塑性应变量，应力强度.json,\压力容器快开门法兰_强度评定.json,0.538,0.516,0.6350006350009525,0.4959552037415233
699,\压力容器开孔补强_应力强度水平，塑性应变量，应力强度.json,\压力容器接管结构_应力分布，强度校核，应力强度分布.json,0.476,0.450,0.4930119320982991,0.4683333333333333
700,\压力容器开孔补强_应力强度水平，塑性应变量，应力强度.json,\压力容器斜大开孔_应力分析.json,0.470,0.450,0.5544369932703277,0.4836804839632687
701,\压力容器开孔补强_应力强度水平，塑性应变量，应力强度.json,\压力容器疲劳分析设计_极限载荷，安定载荷，疲劳寿命，静强度计算，疲劳计算.json,0.441,0.416,0.4827675591100051,0.4658771324027147
702,\压力容器开孔补强_应力强度水平，塑性应变量，应力强度.json,\压力容器管口_疲劳分析.json,0.565,0.550,0.6253053994807225,0.47795093893609386
703,\压力容器开孔补强_应力强度水平，塑性应变量，应力强度.json,\压力容器管板_应力场分析，计算应力，计算应变.json,0.554,0.531,0.6253053994807225,0.4866666666666667
704,\压力容器开孔补强_应力强度水平，塑性应变量，应力强度.json,\双螺杆挤出机闭合筒体_应力分析，应变分析.json,0.495,0.485,0.5244448920732585,0.4724536559755125
705,\压力容器开孔补强_应力强度水平，塑性应变量，应力强度.json,\反应堆压力容器_应力强度因子，热应变，J积分.json,0.492,0.471,0.5715005715008572,0.48175426480542943
706,\压力容器开孔补强_应力强度水平，塑性应变量，应力强度.json,\反应堆压力容器_应力强度，疲劳分析，应力分布.json,0.545,0.526,0.5535807194106618,0.5325
707,\压力容器开孔补强_应力强度水平，塑性应变量，应力强度.json,\圆柱滚子轴承_应力分布，热应力，最大接触应力.json,0.432,0.397,0.492832882906958,0.4603940230077538
708,\压力容器开孔补强_应力强度水平，塑性应变量，应力强度.json,\复合材料压力容器_最佳预紧力，疲劳寿命.json,0.452,0.439,0.5161002296110788,0.4658771324027147
709,\压力容器开孔补强_应力强度水平，塑性应变量，应力强度.json,\复合盾构刀盘_力学性能，应力，变形分布云图.json,0.490,0.470,0.5388159060803248,0.4724536559755125
710,\压力容器开孔补强_应力强度水平，塑性应变量，应力强度.json,\封头型式对压力容器_数值模拟，应力分布.json,0.489,0.461,0.5483870967741936,0.46375
711,\压力容器开孔补强_应力强度水平，塑性应变量，应力强度.json,\封头开有极孔的CFRP压力容器壳体_应力分布.json,0.493,0.476,0.5388159060803248,0.47817550627896355
712,\压力容器开孔补强_应力强度水平，塑性应变量，应力强度.json,\快开式压力容器异型密封圈_解决密封问题，提高使用寿命.json,0.516,0.492,0.5715005715008572,0.49293008108583103
713,\压力容器开孔补强_应力强度水平，塑性应变量，应力强度.json,\无线充电线圈的铁氧体_铁氧体磁片参数对传输线圈的影响.json,0.424,0.421,0.508000508000762,0.4909209314720961
714,\压力容器开孔补强_应力强度水平，塑性应变量，应力强度.json,\核压力容器法兰螺栓_最大薄膜应力，最大应力，弯曲应力强度.json,0.429,0.424,0.5246606686271624,0.4929810927931857
715,\压力容器开孔补强_应力强度水平，塑性应变量，应力强度.json,\球形压力容器_应力分布.json,0.440,0.422,0.5388159060803248,0.4658771324027147
716,\压力容器开孔补强_应力强度水平，塑性应变量，应力强度.json,\球形压力容器_形变分布，应力分布.json,0.482,0.467,0.5544369932703277,0.46229837387624884
717,\压力容器开孔补强_应力强度水平，塑性应变量，应力强度.json,\碳纤维缠绕铝内胆压力容器_评估安全可靠性，爆破动力分析.json,0.516,0.500,0.5687501230847872,0.4787273563410871
718,\压力容器开孔补强_应力强度水平，塑性应变量，应力强度.json,\立式Ⅲ类压力容器法兰接头_分析计算，应力评定.json,0.435,0.407,0.4953090647358553,0.46944543648263004
719,\压力容器开孔补强_应力强度水平，塑性应变量，应力强度.json,\管壳式换热器_结构模型优化设计.json,0.461,0.444,0.5236349380886428,0.47459496194384765
720,\压力容器开孔补强_应力强度水平，塑性应变量，应力强度.json,\薄板压力容器盖_压力分析，热应力分析.json,0.379,0.370,0.5002443195845779,0.46229837387624884
721,\压力容器开孔补强_应力强度水平，塑性应变量，应力强度.json,\行星滚柱丝杠_模态分析，螺纹啮合部位的静应力，疲劳破坏，疲劳分析.json,0.528,0.510,0.5244448920732585,0.4683333333333333
722,\压力容器开孔补强_应力强度水平，塑性应变量，应力强度.json,\钛合金TC4制压力容器筒体_非线性屈曲分析，变形量，临界失稳点.json,0.489,0.461,0.5464590666470246,0.4683333333333333
723,\压力容器开孔补强_应力强度水平，塑性应变量，应力强度.json,\颚式破碎机机架_强度分析，刚度分析.json,0.570,0.544,0.6451612903225807,0.49583333333333335
724,\压力容器开孔补强_应力强度水平，塑性应变量，应力强度.json,\风机叶轮_变形，应力分布，最大应力，最小应力.json,0.487,0.470,0.5244448920732585,0.45
725,\压力容器开孔补强_应力强度水平，塑性应变量，应力强度.json,\高压低温压力容器_减小设计压力，降低筒体直径，合理进行压力与温度的设计工况组合.json,0.470,0.461,0.5088816890758623,0.4658771324027147
726,\压力容器开孔补强_应力强度水平，塑性应变量，应力强度.json,\高压压力容器筒体与封头连接处_应力分布，第一、第二主应力分析.json,0.474,0.449,0.5715005715008572,0.48208333333333336
727,\压力容器开孔补强_应力强度水平，塑性应变量，应力强度.json,\齿啮式压力容器Y形橡胶密封圈_硬度计算.json,0.453,0.440,0.5161002296110788,0.45
728,\压力容器开孔补强_应力强度水平，塑性应变量，应力强度.json,\齿啮式快开压力容器_塑性载荷计算，应力分析.json,0.461,0.449,0.5314847358217434,0.45
729,\压力容器开孔补强_应力强度，塑性应变分布.json,\压力容器快开门法兰_强度评定.json,0.518,0.501,0.6249999999999999,0.46229837387624884
730,\压力容器开孔补强_应力强度，塑性应变分布.json,\压力容器接管结构_应力分布，强度校核，应力强度分布.json,0.476,0.436,0.5122056727163324,0.477103960390471
731,\压力容器开孔补强_应力强度，塑性应变分布.json,\压力容器斜大开孔_应力分析.json,0.476,0.452,0.5760221094612908,0.46944543648263004
732,\压力容器开孔补强_应力强度，塑性应变分布.json,\压力容器疲劳分析设计_极限载荷，安定载荷，疲劳寿命，静强度计算，疲劳计算.json,0.458,0.449,0.5031152949374527,0.46375
733,\压力容器开孔补强_应力强度，塑性应变分布.json,\压力容器管口_疲劳分析.json,0.508,0.465,0.5539117094069973,0.46229837387624884
734,\压力容器开孔补强_应力强度，塑性应变分布.json,\压力容器管板_应力场分析，计算应力，计算应变.json,0.550,0.539,0.6462303276414968,0.49763139720814414
735,\压力容器开孔补强_应力强度，塑性应变分布.json,\双螺杆挤出机闭合筒体_应力分析，应变分析.json,0.499,0.482,0.5448623679425841,0.46944543648263004
736,\压力容器开孔补强_应力强度，塑性应变分布.json,\反应堆压力容器_应力强度因子，热应变，J积分.json,0.502,0.485,0.5937499999999999,0.46375
737,\压力容器开孔补强_应力强度，塑性应变分布.json,\反应堆压力容器_应力强度，疲劳分析，应力分布.json,0.568,0.560,0.6022163014102245,0.5398146239020498
738,\压力容器开孔补强_应力强度，塑性应变分布.json,\圆柱滚子轴承_应力分布，热应力，最大接触应力.json,0.459,0.434,0.5153882032022076,0.45
739,\压力容器开孔补强_应力强度，塑性应变分布.json,\复合材料压力容器_最佳预紧力，疲劳寿命.json,0.463,0.446,0.5378528742004771,0.46375
740,\压力容器开孔补强_应力强度，塑性应变分布.json,\复合盾构刀盘_力学性能，应力，变形分布云图.json,0.504,0.498,0.5892556509887895,0.4888908729652601
741,\压力容器开孔补强_应力强度，塑性应变分布.json,\封头型式对压力容器_数值模拟，应力分布.json,0.518,0.501,0.6032506032509048,0.4658771324027147
742,\压力容器开孔补强_应力强度，塑性应变分布.json,\封头开有极孔的CFRP压力容器壳体_应力分布.json,0.507,0.491,0.5892556509887895,0.47750000000000004
743,\压力容器开孔补强_应力强度，塑性应变分布.json,\快开式压力容器异型密封圈_解决密封问题，提高使用寿命.json,0.515,0.498,0.5624999999999999,0.4658771324027147
744,\压力容器开孔补强_应力强度，塑性应变分布.json,\无线充电线圈的铁氧体_铁氧体磁片参数对传输线圈的影响.json,0.442,0.411,0.4999999999999999,0.47750000000000004
745,\压力容器开孔补强_应力强度，塑性应变分布.json,\核压力容器法兰螺栓_最大薄膜应力，最大应力，弯曲应力强度.json,0.482,0.450,0.5486726407127174,0.47750000000000004
746,\压力容器开孔补强_应力强度，塑性应变分布.json,\球形压力容器_应力分布.json,0.420,0.414,0.5303300858899106,0.45
747,\压力容器开孔补强_应力强度，塑性应变分布.json,\球形压力容器_形变分布，应力分布.json,0.470,0.453,0.5457051563317492,0.45
748,\压力容器开孔补强_应力强度，塑性应变分布.json,\碳纤维缠绕铝内胆压力容器_评估安全可靠性，爆破动力分析.json,0.499,0.487,0.55979286843935,0.4658771324027147
749,\压力容器开孔补强_应力强度，塑性应变分布.json,\立式Ⅲ类压力容器法兰接头_分析计算，应力评定.json,0.423,0.399,0.4588314677411235,0.45
750,\压力容器开孔补强_应力强度，塑性应变分布.json,\管壳式换热器_结构模型优化设计.json,0.475,0.458,0.5457051563317492,0.46229837387624884
751,\压力容器开孔补强_应力强度，塑性应变分布.json,\薄板压力容器盖_压力分析，热应力分析.json,0.391,0.359,0.4615930911724977,0.45
752,\压力容器开孔补强_应力强度，塑性应变分布.json,\行星滚柱丝杠_模态分析，螺纹啮合部位的静应力，疲劳破坏，疲劳分析.json,0.541,0.524,0.5448623679425841,0.4658771324027147
753,\压力容器开孔补强_应力强度，塑性应变分布.json,\钛合金TC4制压力容器筒体_非线性屈曲分析，变形量，临界失稳点.json,0.514,0.506,0.5976143046671968,0.4800780713388086
754,\压力容器开孔补强_应力强度，塑性应变分布.json,\颚式破碎机机架_强度分析，刚度分析.json,0.543,0.535,0.6350006350009525,0.4658771324027147
755,\压力容器开孔补强_应力强度，塑性应变分布.json,\风机叶轮_变形，应力分布，最大应力，最小应力.json,0.510,0.494,0.5448623679425841,0.45
756,\压力容器开孔补强_应力强度，塑性应变分布.json,\高压低温压力容器_减小设计压力，降低筒体直径，合理进行压力与温度的设计工况组合.json,0.462,0.451,0.5008673033404711,0.45
757,\压力容器开孔补强_应力强度，塑性应变分布.json,\高压压力容器筒体与封头连接处_应力分布，第一、第二主应力分析.json,0.491,0.474,0.5937499999999999,0.48175426480542943
758,\压力容器开孔补强_应力强度，塑性应变分布.json,\齿啮式压力容器Y形橡胶密封圈_硬度计算.json,0.458,0.447,0.5378528742004771,0.45
759,\压力容器开孔补强_应力强度，塑性应变分布.json,\齿啮式快开压力容器_塑性载荷计算，应力分析.json,0.458,0.441,0.5231143743471868,0.45
760,\压力容器快开门法兰_强度评定.json,\压力容器接管结构_应力分布，强度校核，应力强度分布.json,0.490,0.478,0.5122056727163324,0.47840187787218774
761,\压力容器快开门法兰_强度评定.json,\压力容器斜大开孔_应力分析.json,0.501,0.494,0.6063390625908325,0.49774867858360555
762,\压力容器快开门法兰_强度评定.json,\压力容器疲劳分析设计_极限载荷，安定载荷，疲劳寿命，静强度计算，疲劳计算.json,0.492,0.492,0.5590169943749475,0.4904738801552124
763,\压力容器快开门法兰_强度评定.json,\压力容器管口_疲劳分析.json,0.505,0.488,0.5846845821518305,0.4658771324027147
764,\压力容器快开门法兰_强度评定.json,\压力容器管板_应力场分析，计算应力，计算应变.json,0.537,0.537,0.6154574548966636,0.4642009389360939
765,\压力容器快开门法兰_强度评定.json,\双螺杆挤出机闭合筒体_应力分析，应变分析.json,0.491,0.491,0.5448623679425841,0.45
766,\压力容器快开门法兰_强度评定.json,\反应堆压力容器_应力强度因子，热应变，J积分.json,0.510,0.510,0.6249999999999999,0.49293008108583103
767,\压力容器快开门法兰_强度评定.json,\反应堆压力容器_应力强度，疲劳分析，应力分布.json,0.540,0.540,0.5735393346764044,0.47797728206606926
768,\压力容器快开门法兰_强度评定.json,\圆柱滚子轴承_应力分布，热应力，最大接触应力.json,0.450,0.438,0.5153882032022076,0.4620019839629796
769,\压力容器快开门法兰_强度评定.json,\复合材料压力容器_最佳预紧力，疲劳寿命.json,0.459,0.459,0.5378528742004771,0.45
770,\压力容器快开门法兰_强度评定.json,\复合盾构刀盘_力学性能，应力，变形分布云图.json,0.467,0.459,0.5303300858899106,0.45
771,\压力容器快开门法兰_强度评定.json,\封头型式对压力容器_数值模拟，应力分布.json,0.538,0.538,0.6032506032509048,0.4800780713388086
772,\压力容器快开门法兰_强度评定.json,\封头开有极孔的CFRP压力容器壳体_应力分布.json,0.497,0.497,0.55979286843935,0.4642009389360939
773,\压力容器快开门法兰_强度评定.json,\快开式压力容器异型密封圈_解决密封问题，提高使用寿命.json,0.533,0.533,0.5937499999999999,0.47840187787218774
774,\压力容器快开门法兰_强度评定.json,\无线充电线圈的铁氧体_铁氧体磁片参数对传输线圈的影响.json,0.424,0.400,0.4999999999999999,0.46058475493514317
775,\压力容器快开门法兰_强度评定.json,\核压力容器法兰螺栓_最大薄膜应力，最大应力，弯曲应力强度.json,0.428,0.404,0.5163977794943222,0.46296362432175336
776,\压力容器快开门法兰_强度评定.json,\球形压力容器_应力分布.json,0.434,0.430,0.5303300858899106,0.4683333333333333
777,\压力容器快开门法兰_强度评定.json,\球形压力容器_形变分布，应力分布.json,0.480,0.480,0.5760221094612908,0.4642009389360939
778,\压力容器快开门法兰_强度评定.json,\碳纤维缠绕铝内胆压力容器_评估安全可靠性，爆破动力分析.json,0.522,0.522,0.5892556509887895,0.4620019839629796
779,\压力容器快开门法兰_强度评定.json,\立式Ⅲ类压力容器法兰接头_分析计算，应力评定.json,0.405,0.381,0.4588314677411235,0.46122682798775627
780,\压力容器快开门法兰_强度评定.json,\管壳式换热器_结构模型优化设计.json,0.479,0.479,0.5457051563317492,0.4620019839629796
781,\压力容器快开门法兰_强度评定.json,\薄板压力容器盖_压力分析，热应力分析.json,0.411,0.386,0.5231388366621641,0.47840187787218774
782,\压力容器快开门法兰_强度评定.json,\行星滚柱丝杠_模态分析，螺纹啮合部位的静应力，疲劳破坏，疲劳分析.json,0.532,0.532,0.5448623679425841,0.45
783,\压力容器快开门法兰_强度评定.json,\钛合金TC4制压力容器筒体_非线性屈曲分析，变形量，临界失稳点.json,0.470,0.461,0.5378528742004771,0.45
784,\压力容器快开门法兰_强度评定.json,\颚式破碎机机架_强度分析，刚度分析.json,0.547,0.540,0.6350006350009525,0.48175426480542943
785,\压力容器快开门法兰_强度评定.json,\风机叶轮_变形，应力分布，最大应力，最小应力.json,0.446,0.425,0.4875084344749437,0.45
